#a-star-grid.csv
#Jakob Johannes
#Bauer
#12002215
group,number,heuristicType,source,target,logs
Grid,42,EUCLIDEAN_DISTANCE,2,17,2<7|7<6<12|12<13|6<1|13<14<8|1|8<3|14<15|3|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17
Grid,43,EUCLIDEAN_DISTANCE,2,18,2<7|7<6<12|12<13|13<14<8|6<1|14<15|8<3|1|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|18
Grid,44,EUCLIDEAN_DISTANCE,2,19,2<7|7<6<12|12<13|13<14<8|14<15|6<1|8<3|15<10<20|20<25|1|3|10<5|25<24|24<23|5<4|23<22<18|4<9|18<19|9|19
Grid,45,EUCLIDEAN_DISTANCE,2,20,2<7|7<6<12|12<13|13<14<8|14<15|15<10<20|20
Grid,46,EUCLIDEAN_DISTANCE,2,21,2<7|7<6<12|12<13|6<1|13<14<8|1|8<3|14<15|3|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|21
Grid,47,EUCLIDEAN_DISTANCE,2,22,2<7|7<6<12|12<13|6<1|13<14<8|14<15|1|8<3|15<10<20|3|20<25|25<24|24<23|23<22<18|22
Grid,48,EUCLIDEAN_DISTANCE,2,23,2<7|7<6<12|12<13|13<14<8|6<1|14<15|8<3|1|15<10<20|20<25|3|25<24|24<23|23
Grid,49,EUCLIDEAN_DISTANCE,2,24,2<7|7<6<12|12<13|13<14<8|14<15|6<1|8<3|15<10<20|20<25|1|25<24|24
Grid,50,EUCLIDEAN_DISTANCE,2,25,2<7|7<6<12|12<13|13<14<8|14<15|6<1|15<10<20|20<25|25
Grid,51,EUCLIDEAN_DISTANCE,3,1,3<2|2<7|7<6<12|6<1|1
Grid,52,EUCLIDEAN_DISTANCE,3,2,3<2|2
Grid,53,EUCLIDEAN_DISTANCE,3,3,3
Grid,54,EUCLIDEAN_DISTANCE,3,4,3<2|2<7|7<6<12|12<13|6<1|13<14<8|8|1|14<15|15<10<20|10<5|5<4|4
Grid,55,EUCLIDEAN_DISTANCE,3,5,3<2|2<7|7<6<12|12<13|13<14<8|6<1|8|14<15|1|15<10<20|10<5|5
Grid,56,EUCLIDEAN_DISTANCE,3,6,3<2|2<7|7<6<12|6
Grid,57,EUCLIDEAN_DISTANCE,3,7,3<2|2<7|7
Grid,58,EUCLIDEAN_DISTANCE,3,8,3<2|2<7|7<6<12|12<13|6<1|13<14<8|8
Grid,59,EUCLIDEAN_DISTANCE,3,9,3<2|2<7|7<6<12|12<13|13<14<8|6<1|8|14<15|1|15<10<20|10<5|20<25|5<4|4<9|9
Grid,60,EUCLIDEAN_DISTANCE,3,10,3<2|2<7|7<6<12|12<13|13<14<8|14<15|8|15<10<20|6<1|10
Grid,61,EUCLIDEAN_DISTANCE,3,11,3<2|2<7|7<6<12|6<1|12<13|1|13<14<8|8|14<15|15<10<20|10<5|20<25|5<4|25<24|4<9|24<23|23<22<18|9|18<19|22<21<17|17<16|21|16<11|11
Grid,62,EUCLIDEAN_DISTANCE,3,12,3<2|2<7|7<6<12|12
Grid,63,EUCLIDEAN_DISTANCE,3,13,3<2|2<7|7<6<12|12<13|13
Grid,64,EUCLIDEAN_DISTANCE,3,14,3<2|2<7|7<6<12|12<13|13<14<8|14
Grid,65,EUCLIDEAN_DISTANCE,3,15,3<2|2<7|7<6<12|12<13|13<14<8|14<15|15
Grid,66,EUCLIDEAN_DISTANCE,3,16,3<2|2<7|7<6<12|12<13|6<1|13<14<8|1|8|14<15|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16
Grid,67,EUCLIDEAN_DISTANCE,3,17,3<2|2<7|7<6<12|12<13|6<1|13<14<8|1|8|14<15|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17
Grid,68,EUCLIDEAN_DISTANCE,3,18,3<2|2<7|7<6<12|12<13|13<14<8|6<1|14<15|8|1|15<10<20|20<25|10<5|25<24|24<23|23<22<18|18
Grid,69,EUCLIDEAN_DISTANCE,3,19,3<2|2<7|7<6<12|12<13|13<14<8|14<15|6<1|8|15<10<20|20<25|1|10<5|25<24|24<23|5<4|23<22<18|4<9|18<19|9|19
Grid,70,EUCLIDEAN_DISTANCE,3,20,3<2|2<7|7<6<12|12<13|13<14<8|14<15|15<10<20|20
Grid,71,EUCLIDEAN_DISTANCE,3,21,3<2|2<7|7<6<12|12<13|6<1|13<14<8|1|8|14<15|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|21
Grid,72,EUCLIDEAN_DISTANCE,3,22,3<2|2<7|7<6<12|12<13|6<1|13<14<8|14<15|1|8|15<10<20|20<25|25<24|24<23|23<22<18|22
Grid,73,EUCLIDEAN_DISTANCE,3,23,3<2|2<7|7<6<12|12<13|13<14<8|6<1|14<15|8|1|15<10<20|20<25|25<24|24<23|23
Grid,74,EUCLIDEAN_DISTANCE,3,24,3<2|2<7|7<6<12|12<13|13<14<8|14<15|6<1|8|15<10<20|20<25|1|25<24|24
Grid,75,EUCLIDEAN_DISTANCE,3,25,3<2|2<7|7<6<12|12<13|13<14<8|14<15|6<1|15<10<20|20<25|25
Grid,76,EUCLIDEAN_DISTANCE,4,1,4<3<9|3<2|2<7|9<10<14|7<6<12|6<1|1
Grid,77,EUCLIDEAN_DISTANCE,4,2,4<3<9|3<2|2
Grid,78,EUCLIDEAN_DISTANCE,4,3,4<3<9|3
Grid,79,EUCLIDEAN_DISTANCE,4,4,4
Grid,80,EUCLIDEAN_DISTANCE,4,5,4<3<9|9<10<14|3<2|10<5|5
Grid,81,EUCLIDEAN_DISTANCE,4,6,4<3<9|3<2|2<7|9<10<14|7<6<12|6
Grid,82,EUCLIDEAN_DISTANCE,4,7,4<3<9|3<2|9<10<14|2<7|7
Grid,83,EUCLIDEAN_DISTANCE,4,8,4<3<9|3<2|9<10<14|2<7|14<15|7<6<12|10<5|15<20|5|12<13|6<1|13<8|8
Grid,84,EUCLIDEAN_DISTANCE,4,9,4<3<9|9
Grid,85,EUCLIDEAN_DISTANCE,4,10,4<3<9|9<10<14|10
Grid,86,EUCLIDEAN_DISTANCE,4,11,4<3<9|3<2|9<10<14|2<7|7<6<12|14<15|6<1|12<13|10<5|13<8|1|15<20|5|20<25|8|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16<11|11
Grid,87,EUCLIDEAN_DISTANCE,4,12,4<3<9|3<2|9<10<14|2<7|14<15|7<6<12|12
Grid,88,EUCLIDEAN_DISTANCE,4,13,4<3<9|9<10<14|3<2|14<15|2<7|10<5|7<6<12|15<20|12<13|13
Grid,89,EUCLIDEAN_DISTANCE,4,14,4<3<9|9<10<14|14
Grid,90,EUCLIDEAN_DISTANCE,4,15,4<3<9|9<10<14|10<5|14<15|15
Grid,91,EUCLIDEAN_DISTANCE,4,16,4<3<9|3<2|9<10<14|2<7|14<15|7<6<12|12<13|6<1|10<5|15<20|13<8|20<25|5|1|8|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16
Grid,92,EUCLIDEAN_DISTANCE,4,17,4<3<9|9<10<14|3<2|14<15|2<7|7<6<12|12<13|10<5|15<20|6<1|13<8|20<25|5|25<24|1|24<23|8|23<22<18|22<21<17|18<19|17
Grid,93,EUCLIDEAN_DISTANCE,4,18,4<3<9|9<10<14|14<15|3<2|10<5|2<7|15<20|7<6<12|12<13|20<25|13<8|5|6<1|25<24|24<23|8|23<22<18|18
Grid,94,EUCLIDEAN_DISTANCE,4,19,4<3<9|9<10<14|14<15|3<2|10<5|15<20|20<25|2<7|7<6<12|5|12<13|25<24|13<8|24<23|6<1|8|23<22<18|18<19|19
Grid,95,EUCLIDEAN_DISTANCE,4,20,4<3<9|9<10<14|14<15|10<5|15<20|20
Grid,96,EUCLIDEAN_DISTANCE,4,21,4<3<9|9<10<14|3<2|14<15|2<7|7<6<12|12<13|6<1|10<5|15<20|13<8|20<25|5|1|25<24|24<23|23<22<18|22<21<17|21
Grid,97,EUCLIDEAN_DISTANCE,4,22,4<3<9|9<10<14|14<15|3<2|2<7|7<6<12|12<13|10<5|15<20|6<1|20<25|13<8|5|25<24|24<23|23<22<18|22
Grid,98,EUCLIDEAN_DISTANCE,4,23,4<3<9|9<10<14|14<15|3<2|10<5|15<20|2<7|7<6<12|20<25|12<13|25<24|13<8|24<23|23
Grid,99,EUCLIDEAN_DISTANCE,4,24,4<3<9|9<10<14|14<15|3<2|10<5|15<20|20<25|25<24|24
Grid,100,EUCLIDEAN_DISTANCE,4,25,4<3<9|9<10<14|14<15|10<5|15<20|20<25|25
Grid,101,EUCLIDEAN_DISTANCE,5,1,5<4|4<3<9|3<2|2<7|9<10<14|7<6<12|6<1|1
Grid,102,EUCLIDEAN_DISTANCE,5,2,5<4|4<3<9|3<2|2
Grid,103,EUCLIDEAN_DISTANCE,5,3,5<4|4<3<9|3
Grid,104,EUCLIDEAN_DISTANCE,5,4,5<4|4
Grid,105,EUCLIDEAN_DISTANCE,5,5,5
Grid,106,EUCLIDEAN_DISTANCE,5,6,5<4|4<3<9|3<2|2<7|9<10<14|7<6<12|6
Grid,107,EUCLIDEAN_DISTANCE,5,7,5<4|4<3<9|3<2|9<10<14|2<7|7
Grid,108,EUCLIDEAN_DISTANCE,5,8,5<4|4<3<9|3<2|9<10<14|2<7|14<15|7<6<12|10|15<20|12<13|6<1|13<8|8
Grid,109,EUCLIDEAN_DISTANCE,5,9,5<4|4<3<9|9
Grid,110,EUCLIDEAN_DISTANCE,5,10,5<4|4<3<9|9<10<14|10
Grid,111,EUCLIDEAN_DISTANCE,5,11,5<4|4<3<9|3<2|9<10<14|2<7|7<6<12|14<15|6<1|12<13|10|13<8|1|15<20|20<25|8|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16<11|11
Grid,112,EUCLIDEAN_DISTANCE,5,12,5<4|4<3<9|3<2|9<10<14|2<7|14<15|7<6<12|12
Grid,113,EUCLIDEAN_DISTANCE,5,13,5<4|4<3<9|9<10<14|3<2|14<15|2<7|10|7<6<12|15<20|12<13|13
Grid,114,EUCLIDEAN_DISTANCE,5,14,5<4|4<3<9|9<10<14|14
Grid,115,EUCLIDEAN_DISTANCE,5,15,5<4|4<3<9|9<10<14|10|14<15|15
Grid,116,EUCLIDEAN_DISTANCE,5,16,5<4|4<3<9|3<2|9<10<14|2<7|14<15|7<6<12|12<13|6<1|10|15<20|13<8|20<25|1|8|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16
Grid,117,EUCLIDEAN_DISTANCE,5,17,5<4|4<3<9|9<10<14|3<2|14<15|2<7|7<6<12|12<13|10|15<20|6<1|13<8|20<25|1|25<24|8|24<23|23<22<18|22<21<17|18<19|17
Grid,118,EUCLIDEAN_DISTANCE,5,18,5<4|4<3<9|9<10<14|14<15|3<2|10|2<7|15<20|7<6<12|12<13|20<25|13<8|6<1|25<24|24<23|8|23<22<18|18
Grid,119,EUCLIDEAN_DISTANCE,5,19,5<4|4<3<9|9<10<14|14<15|3<2|10|15<20|20<25|2<7|7<6<12|12<13|25<24|13<8|24<23|6<1|8|23<22<18|18<19|19
Grid,120,EUCLIDEAN_DISTANCE,5,20,5<4|4<3<9|9<10<14|14<15|10|15<20|20
Grid,121,EUCLIDEAN_DISTANCE,5,21,5<4|4<3<9|9<10<14|3<2|14<15|2<7|7<6<12|12<13|6<1|10|15<20|13<8|20<25|1|25<24|24<23|23<22<18|22<21<17|21
Grid,122,EUCLIDEAN_DISTANCE,5,22,5<4|4<3<9|9<10<14|14<15|3<2|2<7|7<6<12|12<13|10|15<20|6<1|20<25|13<8|25<24|24<23|23<22<18|22
Grid,123,EUCLIDEAN_DISTANCE,5,23,5<4|4<3<9|9<10<14|14<15|3<2|10|15<20|2<7|7<6<12|20<25|12<13|25<24|13<8|24<23|23
Grid,124,EUCLIDEAN_DISTANCE,5,24,5<4|4<3<9|9<10<14|14<15|3<2|10|15<20|20<25|25<24|24
Grid,125,EUCLIDEAN_DISTANCE,5,25,5<4|4<3<9|9<10<14|14<15|10|15<20|20<25|25
Grid,126,EUCLIDEAN_DISTANCE,6,1,6<1|1
Grid,127,EUCLIDEAN_DISTANCE,6,2,6<1|1<2|2
Grid,128,EUCLIDEAN_DISTANCE,6,3,6<1|1<2|2<7|7<12|12<13|13<14<8|8<3|3
Grid,129,EUCLIDEAN_DISTANCE,6,4,6<1|1<2|2<7|7<12|12<13|13<14<8|8<3|14<15|3|15<10<20|10<5|5<4|4
Grid,130,EUCLIDEAN_DISTANCE,6,5,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|3|10<5|5
Grid,131,EUCLIDEAN_DISTANCE,6,6,6
Grid,132,EUCLIDEAN_DISTANCE,6,7,6<1|1<2|2<7|7
Grid,133,EUCLIDEAN_DISTANCE,6,8,6<1|1<2|2<7|7<12|12<13|13<14<8|8
Grid,134,EUCLIDEAN_DISTANCE,6,9,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|3|10<5|20<25|5<4|4<9|9
Grid,135,EUCLIDEAN_DISTANCE,6,10,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|10
Grid,136,EUCLIDEAN_DISTANCE,6,11,6<1|1<2|2<7|7<12|12<13|13<14<8|8<3|14<15|3|15<10<20|10<5|20<25|5<4|25<24|4<9|24<23|23<22<18|9|18<19|22<21<17|17<16|21|16<11|11
Grid,137,EUCLIDEAN_DISTANCE,6,12,6<1|1<2|2<7|7<12|12
Grid,138,EUCLIDEAN_DISTANCE,6,13,6<1|1<2|2<7|7<12|12<13|13
Grid,139,EUCLIDEAN_DISTANCE,6,14,6<1|1<2|2<7|7<12|12<13|13<14<8|14
Grid,140,EUCLIDEAN_DISTANCE,6,15,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|15
Grid,141,EUCLIDEAN_DISTANCE,6,16,6<1|1<2|2<7|7<12|12<13|13<14<8|8<3|14<15|3|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16
Grid,142,EUCLIDEAN_DISTANCE,6,17,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17
Grid,143,EUCLIDEAN_DISTANCE,6,18,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|18
Grid,144,EUCLIDEAN_DISTANCE,6,19,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|20<25|3|10<5|25<24|24<23|5<4|23<22<18|4<9|18<19|9|19
Grid,145,EUCLIDEAN_DISTANCE,6,20,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|15<10<20|20
Grid,146,EUCLIDEAN_DISTANCE,6,21,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|22<21<17|21
Grid,147,EUCLIDEAN_DISTANCE,6,22,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|3|20<25|25<24|24<23|23<22<18|22
Grid,148,EUCLIDEAN_DISTANCE,6,23,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|20<25|3|25<24|24<23|23
Grid,149,EUCLIDEAN_DISTANCE,6,24,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|8<3|15<10<20|20<25|25<24|24
Grid,150,EUCLIDEAN_DISTANCE,6,25,6<1|1<2|2<7|7<12|12<13|13<14<8|14<15|15<10<20|20<25|25
Grid,151,EUCLIDEAN_DISTANCE,7,1,7<6<12|6<1|1
Grid,152,EUCLIDEAN_DISTANCE,7,2,7<6<12|6<1|12<13|1<2|2
Grid,153,EUCLIDEAN_DISTANCE,7,3,7<6<12|6<1|12<13|1<2|13<14<8|2|8<3|3
Grid,154,EUCLIDEAN_DISTANCE,7,4,7<6<12|12<13|6<1|13<14<8|8<3|1<2|3|2|14<15|15<10<20|10<5|5<4|4
Grid,155,EUCLIDEAN_DISTANCE,7,5,7<6<12|12<13|13<14<8|6<1|8<3|14<15|3<2|15<10<20|1<2|10<5|2|5
Grid,156,EUCLIDEAN_DISTANCE,7,6,7<6<12|6
Grid,157,EUCLIDEAN_DISTANCE,7,7,7
Grid,158,EUCLIDEAN_DISTANCE,7,8,7<6<12|12<13|6<1|13<14<8|8
Grid,159,EUCLIDEAN_DISTANCE,7,9,7<6<12|12<13|13<14<8|6<1|8<3|14<15|1<2|2|15<10<20|3|10<5|20<25|5<4|4<9|9
Grid,160,EUCLIDEAN_DISTANCE,7,10,7<6<12|12<13|13<14<8|14<15|8<3|15<10<20|6<1|10
Grid,161,EUCLIDEAN_DISTANCE,7,11,7<6<12|6<1|12<13|1<2|13<14<8|2|8<3|14<15|3|15<10<20|10<5|20<25|5<4|25<24|4<9|24<23|23<22<18|9|18<19|22<21<17|17<16|21|16<11|11
Grid,162,EUCLIDEAN_DISTANCE,7,12,7<6<12|12
Grid,163,EUCLIDEAN_DISTANCE,7,13,7<6<12|12<13|13
Grid,164,EUCLIDEAN_DISTANCE,7,14,7<6<12|12<13|13<14<8|14
Grid,165,EUCLIDEAN_DISTANCE,7,15,7<6<12|12<13|13<14<8|14<15|15
Grid,166,EUCLIDEAN_DISTANCE,7,16,7<6<12|12<13|6<1|13<14<8|1<2|8<3|2|14<15|3|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16
Grid,167,EUCLIDEAN_DISTANCE,7,17,7<6<12|12<13|6<1|13<14<8|1<2|8<3|14<15|2|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17
Grid,168,EUCLIDEAN_DISTANCE,7,18,7<6<12|12<13|13<14<8|6<1|14<15|8<3|1<2|2|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|18
Grid,169,EUCLIDEAN_DISTANCE,7,19,7<6<12|12<13|13<14<8|14<15|6<1|8<3|15<10<20|20<25|1<2|2|3|10<5|25<24|24<23|5<4|23<22<18|4<9|18<19|9|19
Grid,170,EUCLIDEAN_DISTANCE,7,20,7<6<12|12<13|13<14<8|14<15|15<10<20|20
Grid,171,EUCLIDEAN_DISTANCE,7,21,7<6<12|12<13|6<1|13<14<8|1<2|8<3|14<15|2|15<10<20|3|20<25|10<5|25<24|24<23|23<22<18|22<21<17|21
Grid,172,EUCLIDEAN_DISTANCE,7,22,7<6<12|12<13|6<1|13<14<8|14<15|1<2|8<3|2|15<10<20|3|20<25|25<24|24<23|23<22<18|22
Grid,173,EUCLIDEAN_DISTANCE,7,23,7<6<12|12<13|13<14<8|6<1|14<15|8<3|1<2|15<10<20|2|20<25|3|25<24|24<23|23
Grid,174,EUCLIDEAN_DISTANCE,7,24,7<6<12|12<13|13<14<8|14<15|6<1|8<3|15<10<20|20<25|1<2|25<24|24
Grid,175,EUCLIDEAN_DISTANCE,7,25,7<6<12|12<13|13<14<8|14<15|6<1|15<10<20|20<25|25
Grid,176,EUCLIDEAN_DISTANCE,8,1,8<7<3|7<6<12|3<2|6<1|2|1
Grid,177,EUCLIDEAN_DISTANCE,8,2,8<7<3|7<6<12|3<2|2
Grid,178,EUCLIDEAN_DISTANCE,8,3,8<7<3|3
Grid,179,EUCLIDEAN_DISTANCE,8,4,8<7<3|3<2|7<6<12|2|12<13|6<1|13<14|1|14<15|15<10<20|10<5|5<4|4
Grid,180,EUCLIDEAN_DISTANCE,8,5,8<7<3|3<2|7<6<12|2|12<13|13<14|6<1|14<15|1|15<10<20|10<5|5
Grid,181,EUCLIDEAN_DISTANCE,8,6,8<7<3|7<6<12|6
Grid,182,EUCLIDEAN_DISTANCE,8,7,8<7<3|7
Grid,183,EUCLIDEAN_DISTANCE,8,8,8
Grid,184,EUCLIDEAN_DISTANCE,8,9,8<7<3|3<2|7<6<12|2|12<13|13<14|6<1|14<15|1|15<10<20|10<5|20<25|5<4|4<9|9
Grid,185,EUCLIDEAN_DISTANCE,8,10,8<7<3|3<2|7<6<12|2|12<13|13<14|14<15|6<1|15<10<20|10
Grid,186,EUCLIDEAN_DISTANCE,8,11,8<7<3|7<6<12|6<1|12<13|3<2|2|13<14|1|14<15|15<10<20|10<5|20<25|5<4|25<24|4<9|24<23|23<22<18|9|18<19|22<21<17|17<16|21|16<11|11
Grid,187,EUCLIDEAN_DISTANCE,8,12,8<7<3|7<6<12|12
Grid,188,EUCLIDEAN_DISTANCE,8,13,8<7<3|7<6<12|3<2|12<13|13
Grid,189,EUCLIDEAN_DISTANCE,8,14,8<7<3|7<6<12|3<2|12<13|13<14|14
Grid,190,EUCLIDEAN_DISTANCE,8,15,8<7<3|3<2|7<6<12|12<13|13<14|14<15|15
Grid,191,EUCLIDEAN_DISTANCE,8,16,8<7<3|7<6<12|12<13|6<1|3<2|2|13<14|1|14<15|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17<16|21|16
Grid,192,EUCLIDEAN_DISTANCE,8,17,8<7<3|7<6<12|12<13|3<2|6<1|13<14|2|1|14<15|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|18<19|17
Grid,193,EUCLIDEAN_DISTANCE,8,18,8<7<3|7<6<12|12<13|3<2|13<14|6<1|2|14<15|1|15<10<20|20<25|10<5|25<24|24<23|23<22<18|18
Grid,194,EUCLIDEAN_DISTANCE,8,19,8<7<3|7<6<12|3<2|12<13|13<14|14<15|2|6<1|15<10<20|20<25|1|10<5|25<24|24<23|5<4|23<22<18|4<9|18<19|9|19
Grid,195,EUCLIDEAN_DISTANCE,8,20,8<7<3|7<6<12|3<2|12<13|13<14|14<15|15<10<20|20
Grid,196,EUCLIDEAN_DISTANCE,8,21,8<7<3|7<6<12|12<13|6<1|3<2|13<14|2|1|14<15|15<10<20|20<25|10<5|25<24|24<23|23<22<18|22<21<17|21
Grid,197,EUCLIDEAN_DISTANCE,8,22,8<7<3|7<6<12|12<13|3<2|6<1|13<14|2|14<15|1|15<10<20|20<25|25<24|24<23|23<22<18|22
