#a-star-street.csv
#Jakob Johannes
#Bauer
#12002215
group,number,heuristicType,source,target,logs
Street,29,EUCLIDEAN_DISTANCE,2,4,2<7|7<11<12|12<13|13<9<8|9<15<14|8<3|3|11<6|6<1|14|1|15<10<18|10<5|5<4|4
Street,30,EUCLIDEAN_DISTANCE,2,5,2<7|7<11<12|12<13|13<9<8|9<15<14|8<3|11<6|3|6<1|14|15<10<18|10<5|5
Street,31,EUCLIDEAN_DISTANCE,2,6,2<7|7<11<12|11<6|12<13|6
Street,32,EUCLIDEAN_DISTANCE,2,7,2<7|7
Street,33,EUCLIDEAN_DISTANCE,2,8,2<7|7<11<12|12<13|13<9<8|8
Street,34,EUCLIDEAN_DISTANCE,2,9,2<7|7<11<12|12<13|13<9<8|9
Street,35,EUCLIDEAN_DISTANCE,2,10,2<7|7<11<12|12<13|13<9<8|9<15<14|8<3|11<6|15<10<18|14|10
Street,36,EUCLIDEAN_DISTANCE,2,11,2<7|7<11<12|11
Street,37,EUCLIDEAN_DISTANCE,2,12,2<7|7<11<12|12
Street,38,EUCLIDEAN_DISTANCE,2,13,2<7|7<11<12|12<13|13
Street,39,EUCLIDEAN_DISTANCE,2,14,2<7|7<11<12|12<13|13<9<8|11<6|8<3|9<15<14|14
Street,40,EUCLIDEAN_DISTANCE,2,15,2<7|7<11<12|12<13|13<9<8|9<15<14|15
Street,41,EUCLIDEAN_DISTANCE,2,16,2<7|7<11<12|11<6|12<13|13<9<8|6<1|8<3|1|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|5<4|22<17|4|20<25|17<21|21<16|16
Street,42,EUCLIDEAN_DISTANCE,2,17,2<7|7<11<12|12<13|11<6|13<9<8|6<1|8<3|1|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|22<17|17
Street,43,EUCLIDEAN_DISTANCE,2,18,2<7|7<11<12|12<13|13<9<8|11<6|8<3|6<1|9<15<14|14|3|1|15<10<18|18
Street,44,EUCLIDEAN_DISTANCE,2,19,2<7|7<11<12|12<13|13<9<8|11<6|8<3|9<15<14|14|6<1|15<10<18|3|1|10<5|18<19|19
Street,45,EUCLIDEAN_DISTANCE,2,20,2<7|7<11<12|12<13|13<9<8|11<6|9<15<14|8<3|15<10<18|14|6<1|3|10<5|1|18<19|19<20<23|20
Street,46,EUCLIDEAN_DISTANCE,2,21,2<7|7<11<12|12<13|11<6|13<9<8|6<1|8<3|1|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|22<17|5<4|4|17<21|21
Street,47,EUCLIDEAN_DISTANCE,2,22,2<7|7<11<12|12<13|11<6|13<9<8|6<1|8<3|9<15<14|14|1|3|15<10<18|18<19|10<5|19<20<23|23<22|22
Street,48,EUCLIDEAN_DISTANCE,2,23,2<7|7<11<12|12<13|13<9<8|11<6|8<3|6<1|9<15<14|14|15<10<18|1|3|18<19|10<5|19<20<23|23
Street,49,EUCLIDEAN_DISTANCE,2,24,2<7|7<11<12|12<13|13<9<8|11<6|8<3|9<15<14|14|6<1|15<10<18|3|1|18<19|10<5|19<20<23|20<25|23<22|5<4|25<24|24
Street,50,EUCLIDEAN_DISTANCE,2,25,2<7|7<11<12|12<13|13<9<8|11<6|9<15<14|8<3|14|15<10<18|6<1|3|10<5|1|18<19|19<20<23|20<25|25
Street,51,EUCLIDEAN_DISTANCE,3,1,3<2|2<7|7<11<12|12<13|11<6|6<1|1
Street,52,EUCLIDEAN_DISTANCE,3,2,3<2|2
Street,53,EUCLIDEAN_DISTANCE,3,3,3
Street,54,EUCLIDEAN_DISTANCE,3,4,3<2|2<7|7<11<12|12<13|13<9<8|9<15<14|8|11<6|6<1|14|1|15<10<18|10<5|5<4|4
Street,55,EUCLIDEAN_DISTANCE,3,5,3<2|2<7|7<11<12|12<13|13<9<8|9<15<14|8|11<6|6<1|14|15<10<18|10<5|5
Street,56,EUCLIDEAN_DISTANCE,3,6,3<2|2<7|7<11<12|11<6|12<13|6
Street,57,EUCLIDEAN_DISTANCE,3,7,3<2|2<7|7
Street,58,EUCLIDEAN_DISTANCE,3,8,3<2|2<7|7<11<12|12<13|13<9<8|8
Street,59,EUCLIDEAN_DISTANCE,3,9,3<2|2<7|7<11<12|12<13|13<9<8|9
Street,60,EUCLIDEAN_DISTANCE,3,10,3<2|2<7|7<11<12|12<13|13<9<8|9<15<14|8|11<6|15<10<18|14|10
Street,61,EUCLIDEAN_DISTANCE,3,11,3<2|2<7|7<11<12|11
Street,62,EUCLIDEAN_DISTANCE,3,12,3<2|2<7|7<11<12|12
Street,63,EUCLIDEAN_DISTANCE,3,13,3<2|2<7|7<11<12|12<13|13
Street,64,EUCLIDEAN_DISTANCE,3,14,3<2|2<7|7<11<12|12<13|13<9<8|11<6|8|9<15<14|14
Street,65,EUCLIDEAN_DISTANCE,3,15,3<2|2<7|7<11<12|12<13|13<9<8|9<15<14|15
Street,66,EUCLIDEAN_DISTANCE,3,16,3<2|2<7|7<11<12|11<6|12<13|13<9<8|6<1|8|1|9<15<14|14|15<10<18|18<19|10<5|19<20<23|23<22|5<4|22<17|4|20<25|17<21|21<16|16
Street,67,EUCLIDEAN_DISTANCE,3,17,3<2|2<7|7<11<12|12<13|11<6|13<9<8|6<1|8|1|9<15<14|14|15<10<18|18<19|10<5|19<20<23|23<22|22<17|17
Street,68,EUCLIDEAN_DISTANCE,3,18,3<2|2<7|7<11<12|12<13|13<9<8|11<6|8|6<1|9<15<14|14|1|15<10<18|18
Street,69,EUCLIDEAN_DISTANCE,3,19,3<2|2<7|7<11<12|12<13|13<9<8|11<6|8|9<15<14|14|6<1|15<10<18|1|18<19|10<5|19
Street,70,EUCLIDEAN_DISTANCE,3,20,3<2|2<7|7<11<12|12<13|13<9<8|11<6|9<15<14|8|15<10<18|14|6<1|10<5|1|18<19|19<20<23|20
Street,71,EUCLIDEAN_DISTANCE,3,21,3<2|2<7|7<11<12|12<13|11<6|13<9<8|6<1|8|1|9<15<14|14|15<10<18|18<19|10<5|19<20<23|23<22|22<17|5<4|4|17<21|21
Street,72,EUCLIDEAN_DISTANCE,3,22,3<2|2<7|7<11<12|12<13|11<6|13<9<8|6<1|8|9<15<14|14|1|15<10<18|18<19|10<5|19<20<23|23<22|22
Street,73,EUCLIDEAN_DISTANCE,3,23,3<2|2<7|7<11<12|12<13|13<9<8|11<6|8|6<1|9<15<14|14|15<10<18|1|18<19|10<5|19<20<23|23
Street,74,EUCLIDEAN_DISTANCE,3,24,3<2|2<7|7<11<12|12<13|13<9<8|11<6|8|9<15<14|14|6<1|15<10<18|1|18<19|10<5|19<20<23|20<25|23<22|5<4|25<24|24
Street,75,EUCLIDEAN_DISTANCE,3,25,3<2|2<7|7<11<12|12<13|13<9<8|11<6|9<15<14|8|14|15<10<18|6<1|10<5|1|18<19|19<20<23|20<25|25
Street,76,EUCLIDEAN_DISTANCE,4,1,4<8<9|8<2<3|2<7|9<15<14|3|7<11<12|14|15<10<18|12<13|11<6|6<1|1
Street,77,EUCLIDEAN_DISTANCE,4,2,4<8<9|8<2<3|2
Street,78,EUCLIDEAN_DISTANCE,4,3,4<8<9|8<2<3|9<15<14|3
Street,79,EUCLIDEAN_DISTANCE,4,4,4
Street,80,EUCLIDEAN_DISTANCE,4,5,4<8<9|9<15<14|8<2<3|14|3|15<10<18|10<5|5
Street,81,EUCLIDEAN_DISTANCE,4,6,4<8<9|8<2<3|9<15<14|2<7|3|7<11<12|14|11<6|12<13|6
Street,82,EUCLIDEAN_DISTANCE,4,7,4<8<9|8<2<3|9<15<14|3|2<7|7
Street,83,EUCLIDEAN_DISTANCE,4,8,4<8<9|8
Street,84,EUCLIDEAN_DISTANCE,4,9,4<8<9|9
Street,85,EUCLIDEAN_DISTANCE,4,10,4<8<9|9<15<14|8<2<3|14|15<10<18|10
Street,86,EUCLIDEAN_DISTANCE,4,11,4<8<9|8<2<3|9<15<14|14|2<7|3|7<11<12|11
Street,87,EUCLIDEAN_DISTANCE,4,12,4<8<9|8<2<3|9<15<14|14|3|2<7|7<11<12|12
Street,88,EUCLIDEAN_DISTANCE,4,13,4<8<9|8<2<3|9<15<14|14|15<10<18|3|2<7|7<11<12|10<5|18<19|12<13|13
Street,89,EUCLIDEAN_DISTANCE,4,14,4<8<9|9<15<14|14
Street,90,EUCLIDEAN_DISTANCE,4,15,4<8<9|9<15<14|15
Street,91,EUCLIDEAN_DISTANCE,4,16,4<8<9|8<2<3|9<15<14|14|2<7|3|7<11<12|11<6|12<13|15<10<18|18<19|10<5|13|6<1|19<20<23|23<22|5|22<17|1|20<25|17<21|21<16|16
Street,92,EUCLIDEAN_DISTANCE,4,17,4<8<9|8<2<3|9<15<14|14|15<10<18|18<19<12|3|2<7|7<11<12|12<13|11<6|10<5|19<20<23|23<22|13|22<17|17
Street,93,EUCLIDEAN_DISTANCE,4,18,4<8<9|9<15<14|8<2<3|14|15<10<18|18
Street,94,EUCLIDEAN_DISTANCE,4,19,4<8<9|9<15<14|14|8<2<3|15<10<18|3|10<5|18<19<12|19
Street,95,EUCLIDEAN_DISTANCE,4,20,4<8<9|9<15<14|15<10<18|14|8<2<3|10<5|3|18<19<12|19<20<23|20
Street,96,EUCLIDEAN_DISTANCE,4,21,4<8<9|8<2<3|9<15<14|14|15<10<18|3|18<19<12|2<7|7<11<12|12<13|11<6|10<5|13|19<20<23|23<22|22<17|6<1|5|17<21|21
Street,97,EUCLIDEAN_DISTANCE,4,22,4<8<9|8<2<3|9<15<14|14|15<10<18|18<19<12|3|2<7|7<11<12|12<13|11<6|10<5|19<20<23|13|23<22|22
Street,98,EUCLIDEAN_DISTANCE,4,23,4<8<9|9<15<14|14|8<2<3|15<10<18|18<19<12|3|2<7|7<11<12|10<5|12<13|19<20<23|23
Street,99,EUCLIDEAN_DISTANCE,4,24,4<8<9|9<15<14|14|8<2<3|15<10<18|18<19<12|3|10<5|19<20<23|2<7|7<11<12|12<13|20<25|13|23<22|5|25<24|24
Street,100,EUCLIDEAN_DISTANCE,4,25,4<8<9|9<15<14|14|15<10<18|8<2<3|10<5|3|18<19<12|19<20<23|20<25|25
Street,101,EUCLIDEAN_DISTANCE,5,1,5<4|4<8<9|8<2<3|2<7|9<15<14|3|7<11<12|14|15<10<18|12<13|11<6|6<1|1
Street,102,EUCLIDEAN_DISTANCE,5,2,5<4|4<8<9|8<2<3|2
Street,103,EUCLIDEAN_DISTANCE,5,3,5<4|4<8<9|8<2<3|9<15<14|3
Street,104,EUCLIDEAN_DISTANCE,5,4,5<4|4
Street,105,EUCLIDEAN_DISTANCE,5,5,5
Street,106,EUCLIDEAN_DISTANCE,5,6,5<4|4<8<9|8<2<3|9<15<14|2<7|3|7<11<12|14|11<6|12<13|6
Street,107,EUCLIDEAN_DISTANCE,5,7,5<4|4<8<9|8<2<3|9<15<14|3|2<7|7
Street,108,EUCLIDEAN_DISTANCE,5,8,5<4|4<8<9|8
Street,109,EUCLIDEAN_DISTANCE,5,9,5<4|4<8<9|9
Street,110,EUCLIDEAN_DISTANCE,5,10,5<4|4<8<9|9<15<14|8<2<3|14|15<10<18|10
Street,111,EUCLIDEAN_DISTANCE,5,11,5<4|4<8<9|8<2<3|9<15<14|14|2<7|3|7<11<12|11
Street,112,EUCLIDEAN_DISTANCE,5,12,5<4|4<8<9|8<2<3|9<15<14|14|3|2<7|7<11<12|12
Street,113,EUCLIDEAN_DISTANCE,5,13,5<4|4<8<9|8<2<3|9<15<14|14|15<10<18|3|2<7|7<11<12|10|18<19|12<13|13
Street,114,EUCLIDEAN_DISTANCE,5,14,5<4|4<8<9|9<15<14|14
Street,115,EUCLIDEAN_DISTANCE,5,15,5<4|4<8<9|9<15<14|15
Street,116,EUCLIDEAN_DISTANCE,5,16,5<4|4<8<9|8<2<3|9<15<14|14|2<7|3|7<11<12|11<6|12<13|15<10<18|18<19|10|13|6<1|19<20<23|23<22|22<17|1|20<25|17<21|21<16|16
Street,117,EUCLIDEAN_DISTANCE,5,17,5<4|4<8<9|8<2<3|9<15<14|14|15<10<18|18<19<12|3|2<7|7<11<12|12<13|11<6|10|19<20<23|23<22|13|22<17|17
Street,118,EUCLIDEAN_DISTANCE,5,18,5<4|4<8<9|9<15<14|8<2<3|14|15<10<18|18
Street,119,EUCLIDEAN_DISTANCE,5,19,5<4|4<8<9|9<15<14|14|8<2<3|15<10<18|3|10|18<19<12|19
Street,120,EUCLIDEAN_DISTANCE,5,20,5<4|4<8<9|9<15<14|15<10<18|14|8<2<3|10|3|18<19<12|19<20<23|20
Street,121,EUCLIDEAN_DISTANCE,5,21,5<4|4<8<9|8<2<3|9<15<14|14|15<10<18|3|18<19<12|2<7|7<11<12|12<13|11<6|10|13|19<20<23|23<22|22<17|6<1|17<21|21
Street,122,EUCLIDEAN_DISTANCE,5,22,5<4|4<8<9|8<2<3|9<15<14|14|15<10<18|18<19<12|3|2<7|7<11<12|12<13|11<6|10|19<20<23|13|23<22|22
Street,123,EUCLIDEAN_DISTANCE,5,23,5<4|4<8<9|9<15<14|14|8<2<3|15<10<18|18<19<12|3|2<7|7<11<12|10|12<13|19<20<23|23
Street,124,EUCLIDEAN_DISTANCE,5,24,5<4|4<8<9|9<15<14|14|8<2<3|15<10<18|18<19<12|3|10|19<20<23|2<7|7<11<12|12<13|23<22|13|20<25|25<24|24
Street,125,EUCLIDEAN_DISTANCE,5,25,5<4|4<8<9|9<15<14|14|15<10<18|8<2<3|10|3|18<19<12|19<20<23|20<25|25
Street,126,EUCLIDEAN_DISTANCE,6,1,6<1|1
Street,127,EUCLIDEAN_DISTANCE,6,2,6<1|1<2|2
Street,128,EUCLIDEAN_DISTANCE,6,3,6<1|1<2|2<7|7<11<12|12<13|13<9<8|8<3|3
Street,129,EUCLIDEAN_DISTANCE,6,4,6<1|1<2|2<7|7<11<12|12<13|13<9<8|9<15<14|8<3|3|11|14|15<10<18|10<5|5<4|4
Street,130,EUCLIDEAN_DISTANCE,6,5,6<1|1<2|2<7|7<11<12|12<13|13<9<8|9<15<14|8<3|11|3|14|15<10<18|10<5|5
Street,131,EUCLIDEAN_DISTANCE,6,6,6
Street,132,EUCLIDEAN_DISTANCE,6,7,6<1|1<2|2<7|7
Street,133,EUCLIDEAN_DISTANCE,6,8,6<1|1<2|2<7|7<11<12|12<13|13<9<8|8
Street,134,EUCLIDEAN_DISTANCE,6,9,6<1|1<2|2<7|7<11<12|12<13|13<9<8|9
Street,135,EUCLIDEAN_DISTANCE,6,10,6<1|1<2|2<7|7<11<12|12<13|13<9<8|9<15<14|8<3|11|15<10<18|14|10
Street,136,EUCLIDEAN_DISTANCE,6,11,6<1|1<2|2<7|7<11<12|11
Street,137,EUCLIDEAN_DISTANCE,6,12,6<1|1<2|2<7|7<11<12|12
Street,138,EUCLIDEAN_DISTANCE,6,13,6<1|1<2|2<7|7<11<12|12<13|13
Street,139,EUCLIDEAN_DISTANCE,6,14,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|8<3|9<15<14|14
Street,140,EUCLIDEAN_DISTANCE,6,15,6<1|1<2|2<7|7<11<12|12<13|13<9<8|9<15<14|15
Street,141,EUCLIDEAN_DISTANCE,6,16,6<1|1<2|2<7|7<11<12|11|12<13|13<9<8|8<3|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|5<4|22<17|4|20<25|17<21|21<16|16
Street,142,EUCLIDEAN_DISTANCE,6,17,6<1|1<2|2<7|7<11<12|12<13|11|13<9<8|8<3|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|22<17|17
Street,143,EUCLIDEAN_DISTANCE,6,18,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|8<3|9<15<14|14|3|15<10<18|18
Street,144,EUCLIDEAN_DISTANCE,6,19,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|8<3|9<15<14|14|15<10<18|3|18<19|10<5|19
Street,145,EUCLIDEAN_DISTANCE,6,20,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|9<15<14|8<3|14|15<10<18|3|10<5|18<19|19<20<23|20
Street,146,EUCLIDEAN_DISTANCE,6,21,6<1|1<2|2<7|7<11<12|12<13|11|13<9<8|8<3|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|22<17|5<4|4|17<21|21
Street,147,EUCLIDEAN_DISTANCE,6,22,6<1|1<2|2<7|7<11<12|12<13|11|13<9<8|8<3|9<15<14|14|3|15<10<18|18<19|10<5|19<20<23|23<22|22
Street,148,EUCLIDEAN_DISTANCE,6,23,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|8<3|9<15<14|14|15<10<18|3|18<19|10<5|19<20<23|23
Street,149,EUCLIDEAN_DISTANCE,6,24,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|8<3|9<15<14|14|15<10<18|3|18<19|10<5|19<20<23|20<25|23<22|5<4|25<24|24
Street,150,EUCLIDEAN_DISTANCE,6,25,6<1|1<2|2<7|7<11<12|12<13|13<9<8|11|9<15<14|8<3|14|15<10<18|3|10<5|18<19|19<20<23|20<25|25
Street,151,EUCLIDEAN_DISTANCE,7,1,7<11<12|12<13|11<6|6<1|1
Street,152,EUCLIDEAN_DISTANCE,7,2,7<11<12|12<13|11<6|6<1|13<9<8|1<2|8<3|2
Street,153,EUCLIDEAN_DISTANCE,7,3,7<11<12|12<13|13<9<8|8<2<3|3
Street,154,EUCLIDEAN_DISTANCE,7,4,7<11<12|12<13|13<9<8|9<15<14|8<2<3|3|11<6|6<1|14|1|2|15<10<18|10<5|5<4|4
Street,155,EUCLIDEAN_DISTANCE,7,5,7<11<12|12<13|13<9<8|9<15<14|8<2<3|11<6|3|6<1|14|15<10<18|10<5|5
Street,156,EUCLIDEAN_DISTANCE,7,6,7<11<12|11<6|12<13|6
Street,157,EUCLIDEAN_DISTANCE,7,7,7
Street,158,EUCLIDEAN_DISTANCE,7,8,7<11<12|12<13|13<9<8|8
Street,159,EUCLIDEAN_DISTANCE,7,9,7<11<12|12<13|13<9<8|9
Street,160,EUCLIDEAN_DISTANCE,7,10,7<11<12|12<13|13<9<8|9<15<14|8<2<3|11<6|15<10<18|14|10
Street,161,EUCLIDEAN_DISTANCE,7,11,7<11<12|11
Street,162,EUCLIDEAN_DISTANCE,7,12,7<11<12|12
Street,163,EUCLIDEAN_DISTANCE,7,13,7<11<12|12<13|13
Street,164,EUCLIDEAN_DISTANCE,7,14,7<11<12|12<13|13<9<8|11<6|8<2<3|9<15<14|14
Street,165,EUCLIDEAN_DISTANCE,7,15,7<11<12|12<13|13<9<8|9<15<14|15
Street,166,EUCLIDEAN_DISTANCE,7,16,7<11<12|11<6|12<13|13<9<8|6<1|8<2<3|1|9<15<14|2|14|3|15<10<18|18<19|10<5|19<20<23|23<22|5<4|22<17|4|20<25|17<21|21<16|16
Street,167,EUCLIDEAN_DISTANCE,7,17,7<11<12|12<13|11<6|13<9<8|6<1|8<2<3|1|9<15<14|14|3|2|15<10<18|18<19|10<5|19<20<23|23<22|22<17|17
Street,168,EUCLIDEAN_DISTANCE,7,18,7<11<12|12<13|13<9<8|11<6|8<2<3|6<1|9<15<14|14|3|1|15<10<18|18
Street,169,EUCLIDEAN_DISTANCE,7,19,7<11<12|12<13|13<9<8|11<6|8<2<3|9<15<14|14|6<1|15<10<18|3|1|2|10<5|18<19|19
Street,170,EUCLIDEAN_DISTANCE,7,20,7<11<12|12<13|13<9<8|11<6|9<15<14|8<2<3|15<10<18|14|6<1|3|10<5|1|2|18<19|19<20<23|20
Street,171,EUCLIDEAN_DISTANCE,7,21,7<11<12|12<13|11<6|13<9<8|6<1|8<2<3|1|9<15<14|14|3|2|15<10<18|18<19|10<5|19<20<23|23<22|22<17|5<4|4|17<21|21
Street,172,EUCLIDEAN_DISTANCE,7,22,7<11<12|12<13|11<6|13<9<8|6<1|8<2<3|9<15<14|14|1|3|2|15<10<18|18<19|10<5|19<20<23|23<22|22
Street,173,EUCLIDEAN_DISTANCE,7,23,7<11<12|12<13|13<9<8|11<6|8<2<3|6<1|9<15<14|14|15<10<18|1|3|18<19|2|10<5|19<20<23|23
Street,174,EUCLIDEAN_DISTANCE,7,24,7<11<12|12<13|13<9<8|11<6|8<2<3|9<15<14|14|6<1|15<10<18|3|1|18<19|2|10<5|19<20<23|20<25|23<22|5<4|25<24|24
Street,175,EUCLIDEAN_DISTANCE,7,25,7<11<12|12<13|13<9<8|11<6|9<15<14|8<2<3|14|15<10<18|6<1|3|10<5|1|18<19|2|19<20<23|20<25|25
Street,176,EUCLIDEAN_DISTANCE,8,1,8<2<3|2<7|3|7<11<12|12<13|11<6|6<1|1
Street,177,EUCLIDEAN_DISTANCE,8,2,8<2<3|2
Street,178,EUCLIDEAN_DISTANCE,8,3,8<2<3|3
Street,179,EUCLIDEAN_DISTANCE,8,4,8<2<3|3|2<7|7<11<12|12<13|13<9|9<15<14|11<6|6<1|14|1|15<10<18|10<5|5<4|4
Street,180,EUCLIDEAN_DISTANCE,8,5,8<2<3|3|2<7|7<11<12|12<13|13<9|9<15<14|11<6|6<1|14|15<10<18|10<5|5
Street,181,EUCLIDEAN_DISTANCE,8,6,8<2<3|2<7|3|7<11<12|11<6|12<13|6
Street,182,EUCLIDEAN_DISTANCE,8,7,8<2<3|2<7|3|7
Street,183,EUCLIDEAN_DISTANCE,8,8,8
Street,184,EUCLIDEAN_DISTANCE,8,9,8<2<3|3|2<7|7<11<12|12<13|13<9|9
Street,185,EUCLIDEAN_DISTANCE,8,10,8<2<3|3|2<7|7<11<12|12<13|13<9|9<15<14|11<6|14|15<10<18|10
Street,186,EUCLIDEAN_DISTANCE,8,11,8<2<3|2<7|3|7<11<12|11
Street,187,EUCLIDEAN_DISTANCE,8,12,8<2<3|3|2<7|7<11<12|12
Street,188,EUCLIDEAN_DISTANCE,8,13,8<2<3|3|2<7|7<11<12|12<13|13
Street,189,EUCLIDEAN_DISTANCE,8,14,8<2<3|3|2<7|7<11<12|12<13|13<9|11<6|9<15<14|14
Street,190,EUCLIDEAN_DISTANCE,8,15,8<2<3|3|2<7|7<11<12|12<13|13<9|9<15<14|15
Street,191,EUCLIDEAN_DISTANCE,8,16,8<2<3|2<7|3|7<11<12|11<6|12<13|13<9|6<1|1|9<15<14|14|15<10<18|18<19|10<5|19<20<23|23<22|5<4|22<17|4|20<25|17<21|21<16|16
Street,192,EUCLIDEAN_DISTANCE,8,17,8<2<3|3|2<7|7<11<12|12<13|11<6|13<9|6<1|9<15<14|1|14|15<10<18|18<19|10<5|19<20<23|23<22|22<17|17
Street,193,EUCLIDEAN_DISTANCE,8,18,8<2<3|3|2<7|7<11<12|12<13|13<9|11<6|6<1|9<15<14|14|1|15<10<18|18
Street,194,EUCLIDEAN_DISTANCE,8,19,8<2<3|3|2<7|7<11<12|12<13|13<9|11<6|9<15<14|14|6<1|15<10<18|1|18<19|10<5|19
Street,195,EUCLIDEAN_DISTANCE,8,20,8<2<3|3|2<7|7<11<12|12<13|13<9|11<6|9<15<14|15<10<18|14|6<1|10<5|1|18<19|19<20<23|20
Street,196,EUCLIDEAN_DISTANCE,8,21,8<2<3|3|2<7|7<11<12|12<13|11<6|13<9|6<1|1|9<15<14|14|15<10<18|18<19|10<5|19<20<23|23<22|22<17|5<4|4|17<21|21
Street,197,EUCLIDEAN_DISTANCE,8,22,8<2<3|3|2<7|7<11<12|12<13|11<6|13<9|6<1|9<15<14|14|1|15<10<18|18<19|10<5|19<20<23|23<22|22
Street,198,EUCLIDEAN_DISTANCE,8,23,8<2<3|3|2<7|7<11<12|12<13|13<9|11<6|6<1|9<15<14|14|15<10<18|1|18<19|10<5|19<20<23|23
Street,199,EUCLIDEAN_DISTANCE,8,24,8<2<3|3|2<7|7<11<12|12<13|13<9|11<6|9<15<14|14|6<1|15<10<18|1|18<19|10<5|19<20<23|20<25|23<22|5<4|25<24|24
